unique_hand,solvable,solution,num_combs,num_perms
"(5, 7, 13, 13)",True,((5 - 7) + 13) + 13,96,2304
"(5, 8, 8, 8)",True,((5 * 8) - 8) - 8,16,384
"(5, 8, 8, 9)",True,9 / ((8 - 5) / 8),96,2304
"(5, 8, 8, 10)",True,((5 + 8) - 10) * 8,96,2304
"(5, 8, 8, 11)",False,,96,2304
"(5, 8, 8, 12)",False,,96,2304
"(5, 8, 8, 13)",True,13 - ((5 - 8) - 8),96,2304
"(5, 8, 9, 9)",False,,96,2304
"(5, 8, 9, 10)",False,,256,6144
"(5, 8, 9, 11)",True,((5 + 9) - 11) * 8,256,6144
"(5, 8, 9, 12)",True,12 - ((5 - 8) - 9),256,6144
"(5, 8, 9, 13)",True,((5 * 9) - 8) - 13,256,6144
"(5, 8, 10, 10)",False,,96,2304
"(5, 8, 10, 11)",True,11 - ((5 - 8) - 10),256,6144
"(5, 8, 10, 12)",True,((5 + 10) - 12) * 8,256,6144
"(5, 8, 10, 13)",False,,256,6144
"(5, 8, 11, 11)",False,,96,2304
"(5, 8, 11, 12)",True,((5 + 8) - 11) * 12,256,6144
"(5, 8, 11, 13)",True,((5 + 11) - 13) * 8,256,6144
"(5, 8, 12, 12)",True,((8 - 5) * 12) - 12,96,2304
"(5, 8, 12, 13)",False,,256,6144
"(5, 8, 13, 13)",False,,96,2304
"(5, 9, 9, 9)",False,,16,384
"(5, 9, 9, 10)",False,,96,2304
"(5, 9, 9, 11)",True,11 - ((5 - 9) - 9),96,2304
"(5, 9, 9, 12)",True,((5 * 9) - 9) - 12,96,2304
"(5, 9, 9, 13)",False,,96,2304
"(5, 9, 10, 10)",True,10 - ((5 - 9) - 10),96,2304
"(5, 9, 10, 11)",True,((5 * 9) - 10) - 11,256,6144
"(5, 9, 10, 12)",False,,256,6144
"(5, 9, 10, 13)",True,(10 / 5) + (9 + 13),256,6144
"(5, 9, 11, 11)",False,,96,2304
"(5, 9, 11, 12)",False,,256,6144
"(5, 9, 11, 13)",True,(9 - 13) * (5 - 11),256,6144
"(5, 9, 12, 12)",True,((5 + 9) - 12) * 12,96,2304
"(5, 9, 12, 13)",True,((5 + 13) / 9) * 12,256,6144
"(5, 9, 13, 13)",False,,96,2304
"(5, 10, 10, 10)",False,,16,384
"(5, 10, 10, 11)",True,((10 * 11) + 10) / 5,96,2304
"(5, 10, 10, 12)",True,12 / ((10 - 5) / 10),96,2304
"(5, 10, 10, 13)",True,((10 * 13) - 10) / 5,96,2304
"(5, 10, 11, 11)",True,((10 / 5) + 11) + 11,96,2304
"(5, 10, 11, 12)",False,,256,6144
"(5, 10, 11, 13)",False,,256,6144
"(5, 10, 12, 12)",False,,96,2304
"(5, 10, 12, 13)",True,((5 + 10) - 13) * 12,256,6144
"(5, 10, 13, 13)",True,((5 * 10) - 13) - 13,96,2304
"(5, 11, 11, 11)",False,,16,384
"(5, 11, 11, 12)",False,,96,2304
"(5, 11, 11, 13)",False,,96,2304
"(5, 11, 12, 12)",True,12 / ((11 - 5) / 12),96,2304
"(5, 11, 12, 13)",False,,256,6144
"(5, 11, 13, 13)",False,,96,2304
"(5, 12, 12, 12)",False,,16,384
"(5, 12, 12, 13)",False,,96,2304
"(5, 12, 13, 13)",False,,96,2304
"(5, 13, 13, 13)",False,,16,384
"(6, 6, 6, 6)",True,((6 + 6) + 6) + 6,1,24
"(6, 6, 6, 7)",False,,16,384
"(6, 6, 6, 8)",True,((6 + 6) - 8) * 6,16,384
"(6, 6, 6, 9)",True,((6 * 6) * 6) / 9,16,384
"(6, 6, 6, 10)",True,(6 * 10) - (6 * 6),16,384
"(6, 6, 6, 11)",True,((11 - 6) * 6) - 6,16,384
"(6, 6, 6, 12)",True,((6 + 6) / 6) * 12,16,384
"(6, 6, 6, 13)",False,,16,384
"(6, 6, 7, 7)",False,,36,864
"(6, 6, 7, 8)",False,,96,2304
"(6, 6, 7, 9)",True,(9 - 7) * (6 + 6),96,2304
"(6, 6, 7, 10)",True,6 - ((7 - 10) * 6),96,2304
"(6, 6, 7, 11)",True,(6 * 11) - (6 * 7),96,2304
"(6, 6, 7, 12)",True,((6 * 7) - 6) - 12,96,2304
"(6, 6, 7, 13)",False,,96,2304
"(6, 6, 8, 8)",True,(6 * 8) / (8 - 6),36,864
"(6, 6, 8, 9)",True,((6 + 6) - 9) * 8,96,2304
"(6, 6, 8, 10)",True,(10 - 8) * (6 + 6),96,2304
"(6, 6, 8, 11)",True,6 - ((8 - 11) * 6),96,2304
"(6, 6, 8, 12)",True,((6 * 6) * 8) / 12,96,2304
"(6, 6, 8, 13)",True,((13 - 8) * 6) - 6,96,2304
"(6, 6, 9, 9)",False,,36,864
"(6, 6, 9, 10)",True,(6 + 10) / (6 / 9),96,2304
"(6, 6, 9, 11)",True,(11 - 9) * (6 + 6),96,2304
"(6, 6, 9, 12)",True,(12 / (6 / 9)) + 6,96,2304
"(6, 6, 9, 13)",True,(6 * 13) - (6 * 9),96,2304
"(6, 6, 10, 10)",False,,36,864
"(6, 6, 10, 11)",False,,96,2304
"(6, 6, 10, 12)",True,((6 + 6) - 10) * 12,96,2304
"(6, 6, 10, 13)",True,((6 / 6) + 10) + 13,96,2304
"(6, 6, 11, 11)",False,,36,864
"(6, 6, 11, 12)",True,((6 / 6) + 11) + 12,96,2304
"(6, 6, 11, 13)",True,(13 - 11) * (6 + 6),96,2304
"(6, 6, 12, 12)",True,((6 - 6) + 12) + 12,36,864
"(6, 6, 12, 13)",True,13 - ((6 / 6) - 12),96,2304
"(6, 6, 13, 13)",False,,36,864
"(6, 7, 7, 7)",False,,16,384
"(6, 7, 7, 8)",False,,96,2304
"(6, 7, 7, 9)",False,,96,2304
"(6, 7, 7, 10)",True,((7 + 7) - 10) * 6,96,2304
"(6, 7, 7, 11)",True,((6 * 7) - 7) - 11,96,2304
"(6, 7, 7, 12)",False,,96,2304
"(6, 7, 7, 13)",False,,96,2304
"(6, 7, 8, 8)",False,,96,2304
"(6, 7, 8, 9)",True,(6 * 8) / (9 - 7),256,6144
"(6, 7, 8, 10)",True,((6 + 7) - 10) * 8,256,6144
"(6, 7, 8, 11)",True,(7 + 11) / (6 / 8),256,6144
"(6, 7, 8, 12)",True,((6 + 8) / 7) * 12,256,6144
"(6, 7, 8, 13)",False,,256,6144
"(6, 7, 9, 9)",True,((6 * 7) - 9) - 9,96,2304
"(6, 7, 9, 10)",False,,256,6144
"(6, 7, 9, 11)",False,,256,6144
"(6, 7, 9, 12)",True,((7 + 9) - 12) * 6,256,6144
"(6, 7, 9, 13)",False,,256,6144
"(6, 7, 10, 10)",True,((10 - 7) * 10) - 6,96,2304
"(6, 7, 10, 11)",False,,256,6144
"(6, 7, 10, 12)",True,(12 / (6 / 7)) + 10,256,6144
"(6, 7, 10, 13)",True,13 - ((6 - 7) - 10),256,6144
"(6, 7, 11, 11)",True,((11 - 6) * 7) - 11,96,2304
"(6, 7, 11, 12)",True,((6 + 7) - 11) * 12,256,6144
"(6, 7, 11, 13)",True,13 - ((6 - 7) * 11),256,6144
"(6, 7, 12, 12)",True,12 - ((6 - 7) * 12),96,2304
"(6, 7, 12, 13)",True,((6 - 7) + 12) + 13,256,6144
"(6, 7, 13, 13)",False,,96,2304
"(6, 8, 8, 8)",True,8 - ((6 - 8) * 8),16,384
"(6, 8, 8, 9)",True,(8 * 9) - (6 * 8),96,2304
"(6, 8, 8, 10)",True,(6 * 8) / (10 - 8),96,2304
"(6, 8, 8, 11)",True,((6 + 8) - 11) * 8,96,2304
"(6, 8, 8, 12)",True,(12 / (6 / 8)) + 8,96,2304
"(6, 8, 8, 13)",False,,96,2304
"(6, 8, 9, 9)",True,(9 + 9) / (6 / 8),96,2304
"(6, 8, 9, 10)",True,6 - ((8 - 10) * 9),256,6144
"(6, 8, 9, 11)",True,(6 * 8) / (11 - 9),256,6144
"(6, 8, 9, 12)",True,(9 / (6 / 8)) + 12,256,6144
"(6, 8, 9, 13)",True,13 - ((6 - 8) - 9),256,6144
"(6, 8, 10, 10)",False,,96,2304
"(6, 8, 10, 11)",True,((11 - 8) * 10) - 6,256,6144
"(6, 8, 10, 12)",True,12 - ((6 - 8) - 10),256,6144
"(6, 8, 10, 13)",True,((6 + 10) - 13) * 8,256,6144
"(6, 8, 11, 11)",True,11 - ((6 - 8) - 11),96,2304
"(6, 8, 11, 12)",True,(6 * 12) / (11 - 8),256,6144
"(6, 8, 11, 13)",True,((6 * 8) - 11) - 13,256,6144
"(6, 8, 12, 12)",True,((6 + 8) - 12) * 12,96,2304
"(6, 8, 12, 13)",False,,256,6144
"(6, 8, 13, 13)",True,((6 - 8) + 13) + 13,96,2304
"(6, 9, 9, 9)",False,,16,384
"(6, 9, 9, 10)",True,(10 / (6 / 9)) + 9,96,2304
"(6, 9, 9, 11)",True,((9 - 6) * 11) - 9,96,2304
"(6, 9, 9, 12)",True,12 - ((6 - 9) - 9),96,2304
"(6, 9, 9, 13)",False,,96,2304
"(6, 9, 10, 10)",False,,96,2304
"(6, 9, 10, 11)",True,11 - ((6 - 9) - 10),256,6144
"(6, 9, 10, 12)",True,((10 - 6) * 9) - 12,256,6144
"(6, 9, 10, 13)",False,,256,6144
"(6, 9, 11, 11)",False,,96,2304
"(6, 9, 11, 12)",True,12 - ((9 - 11) * 6),256,6144
"(6, 9, 11, 13)",True,6 - ((11 - 13) * 9),256,6144
"(6, 9, 12, 12)",True,((6 + 12) / 9) * 12,96,2304
"(6, 9, 12, 13)",True,((6 + 9) - 13) * 12,256,6144
"(6, 9, 13, 13)",False,,96,2304
"(6, 10, 10, 10)",True,10 - ((6 - 10) - 10),16,384
"(6, 10, 10, 11)",False,,96,2304
"(6, 10, 10, 12)",False,,96,2304
"(6, 10, 10, 13)",True,((13 - 10) * 10) - 6,96,2304
"(6, 10, 11, 11)",False,,96,2304
"(6, 10, 11, 12)",True,(10 * 12) / (11 - 6),256,6144
"(6, 10, 11, 13)",False,,256,6144
"(6, 10, 12, 12)",True,(12 / 6) + (10 + 12),96,2304
"(6, 10, 12, 13)",True,(6 * 12) / (13 - 10),256,6144
"(6, 10, 13, 13)",False,,96,2304
"(6, 11, 11, 11)",False,,16,384
"(6, 11, 11, 12)",True,(12 / 6) + (11 + 11),96,2304
"(6, 11, 11, 13)",False,,96,2304
"(6, 11, 12, 12)",True,((11 * 12) + 12) / 6,96,2304
"(6, 11, 12, 13)",True,12 - ((11 - 13) * 6),256,6144
"(6, 11, 13, 13)",False,,96,2304
"(6, 12, 12, 12)",True,12 / ((12 - 6) / 12),16,384
"(6, 12, 12, 13)",True,((12 * 13) - 12) / 6,96,2304
"(6, 12, 13, 13)",True,13 - ((12 / 6) - 13),96,2304
"(6, 13, 13, 13)",False,,16,384
"(7, 7, 7, 7)",False,,1,24
"(7, 7, 7, 8)",False,,16,384
"(7, 7, 7, 9)",False,,16,384
"(7, 7, 7, 10)",False,,16,384
"(7, 7, 7, 11)",False,,16,384
"(7, 7, 7, 12)",True,((7 + 7) / 7) * 12,16,384
"(7, 7, 7, 13)",False,,16,384
"(7, 7, 8, 8)",False,,36,864
"(7, 7, 8, 9)",False,,96,2304
"(7, 7, 8, 10)",False,,96,2304
"(7, 7, 8, 11)",True,((7 + 7) - 11) * 8,96,2304
"(7, 7, 8, 12)",False,,96,2304
"(7, 7, 8, 13)",False,,96,2304
"(7, 7, 9, 9)",False,,36,864
"(7, 7, 9, 10)",True,10 - ((7 - 9) * 7),96,2304
"(7, 7, 9, 11)",False,,96,2304
"(7, 7, 9, 12)",False,,96,2304
"(7, 7, 9, 13)",False,,96,2304
"(7, 7, 10, 10)",False,,36,864
"(7, 7, 10, 11)",False,,96,2304
"(7, 7, 10, 12)",False,,96,2304
"(7, 7, 10, 13)",True,((7 / 7) + 10) + 13,96,2304
"(7, 7, 11, 11)",False,,36,864
"(7, 7, 11, 12)",True,((7 / 7) + 11) + 12,96,2304
"(7, 7, 11, 13)",True,((7 - 7) + 11) + 13,96,2304
"(7, 7, 12, 12)",True,((7 + 7) - 12) * 12,36,864
"(7, 7, 12, 13)",True,((7 * 7) - 12) - 13,96,2304
"(7, 7, 13, 13)",False,,36,864
"(7, 8, 8, 8)",False,,16,384
"(7, 8, 8, 9)",True,8 - ((7 - 9) * 8),96,2304
"(7, 8, 8, 10)",True,(8 * 10) - (7 * 8),96,2304
"(7, 8, 8, 11)",True,((11 - 7) * 8) - 8,96,2304
"(7, 8, 8, 12)",True,((7 + 8) - 12) * 8,96,2304
"(7, 8, 8, 13)",True,(8 + 13) / (7 / 8),96,2304
"(7, 8, 9, 9)",False,,96,2304
"(7, 8, 9, 10)",True,(8 * 9) / (10 - 7),256,6144
"(7, 8, 9, 11)",False,,256,6144
"(7, 8, 9, 12)",True,(9 + 12) / (7 / 8),256,6144
"(7, 8, 9, 13)",True,((7 + 9) - 13) * 8,256,6144
"(7, 8, 10, 10)",True,10 - ((8 - 10) * 7),96,2304
"(7, 8, 10, 11)",True,(10 + 11) / (7 / 8),256,6144
"(7, 8, 10, 12)",False,,256,6144
"(7, 8, 10, 13)",True,13 - ((7 - 8) - 10),256,6144
"(7, 8, 11, 11)",False,,96,2304
"(7, 8, 11, 12)",True,12 - ((7 - 8) - 11),256,6144
"(7, 8, 11, 13)",True,13 - ((7 - 8) * 11),256,6144
"(7, 8, 12, 12)",True,12 - ((7 - 8) * 12),96,2304
"(7, 8, 12, 13)",True,((7 + 8) - 13) * 12,256,6144
"(7, 8, 13, 13)",False,,96,2304
"(7, 9, 9, 9)",False,,16,384
"(7, 9, 9, 10)",False,,96,2304
"(7, 9, 9, 11)",False,,96,2304
"(7, 9, 9, 12)",False,,96,2304
"(7, 9, 9, 13)",True,13 - ((7 - 9) - 9),96,2304
"(7, 9, 10, 10)",False,,96,2304
"(7, 9, 10, 11)",True,10 - ((9 - 11) * 7),256,6144
"(7, 9, 10, 12)",True,12 - ((7 - 9) - 10),256,6144
"(7, 9, 10, 13)",False,,256,6144
"(7, 9, 11, 11)",True,11 - ((7 - 9) - 11),96,2304
"(7, 9, 11, 12)",True,((7 + 11) / 9) * 12,256,6144
"(7, 9, 11, 13)",False,,256,6144
"(7, 9, 12, 12)",True,(9 * 12) - (7 * 12),96,2304
"(7, 9, 12, 13)",False,,256,6144
"(7, 9, 13, 13)",True,((7 - 9) + 13) + 13,96,2304
"(7, 10, 10, 10)",False,,16,384
"(7, 10, 10, 11)",True,11 - ((7 - 10) - 10),96,2304
"(7, 10, 10, 12)",True,10 - ((10 - 12) * 7),96,2304
"(7, 10, 10, 13)",False,,96,2304
"(7, 10, 11, 11)",False,,96,2304
"(7, 10, 11, 12)",False,,256,6144
"(7, 10, 11, 13)",True,10 - ((11 - 13) * 7),256,6144
"(7, 10, 12, 12)",True,((10 - 7) * 12) - 12,96,2304
"(7, 10, 12, 13)",True,((7 + 13) / 10) * 12,256,6144
"(7, 10, 13, 13)",False,,96,2304
"(7, 11, 11, 11)",False,,16,384
"(7, 11, 11, 12)",False,,96,2304
"(7, 11, 11, 13)",False,,96,2304
"(7, 11, 12, 12)",False,,96,2304
"(7, 11, 12, 13)",False,,256,6144
"(7, 11, 13, 13)",False,,96,2304
"(7, 12, 12, 12)",False,,16,384
"(7, 12, 12, 13)",True,(12 * 12) / (13 - 7),96,2304
"(7, 12, 13, 13)",False,,96,2304
"(7, 13, 13, 13)",False,,16,384
"(8, 8, 8, 8)",False,,1,24
"(8, 8, 8, 9)",False,,16,384
"(8, 8, 8, 10)",True,8 - ((8 - 10) * 8),16,384
"(8, 8, 8, 11)",True,(8 * 11) - (8 * 8),16,384
"(8, 8, 8, 12)",True,((8 + 8) / 8) * 12,16,384
"(8, 8, 8, 13)",True,((8 + 8) - 13) * 8,16,384
"(8, 8, 9, 9)",False,,36,864
"(8, 8, 9, 10)",False,,96,2304
"(8, 8, 9, 11)",True,(8 * 9) / (11 - 8),96,2304
"(8, 8, 9, 12)",True,(8 * 12) - (8 * 9),96,2304
"(8, 8, 9, 13)",True,((13 - 9) * 8) - 8,96,2304
"(8, 8, 10, 10)",False,,36,864
"(8, 8, 10, 11)",False,,96,2304
"(8, 8, 10, 12)",True,8 - ((10 - 12) * 8),96,2304
"(8, 8, 10, 13)",True,((8 / 8) + 10) + 13,96,2304
"(8, 8, 11, 11)",False,,36,864
"(8, 8, 11, 12)",True,((8 / 8) + 11) + 12,96,2304
"(8, 8, 11, 13)",True,((8 - 8) + 11) + 13,96,2304
"(8, 8, 12, 12)",True,((8 - 8) + 12) + 12,36,864
"(8, 8, 12, 13)",True,13 - ((8 / 8) - 12),96,2304
"(8, 8, 13, 13)",False,,36,864
"(8, 9, 9, 9)",False,,16,384
"(8, 9, 9, 10)",False,,96,2304
"(8, 9, 9, 11)",False,,96,2304
"(8, 9, 9, 12)",True,(8 * 9) / (12 - 9),96,2304
"(8, 9, 9, 13)",False,,96,2304
"(8, 9, 10, 10)",False,,96,2304
"(8, 9, 10, 11)",False,,256,6144
"(8, 9, 10, 12)",True,((8 + 10) / 9) * 12,256,6144
"(8, 9, 10, 13)",True,13 - ((8 - 9) - 10),256,6144
"(8, 9, 11, 11)",True,((11 - 8) * 11) - 9,96,2304
"(8, 9, 11, 12)",True,12 - ((8 - 9) - 11),256,6144
"(8, 9, 11, 13)",True,13 - ((8 - 9) * 11),256,6144
"(8, 9, 12, 12)",True,12 - ((8 - 9) * 12),96,2304
"(8, 9, 12, 13)",True,((8 - 9) + 12) + 13,256,6144
"(8, 9, 13, 13)",False,,96,2304
"(8, 10, 10, 10)",False,,16,384
"(8, 10, 10, 11)",False,,96,2304
"(8, 10, 10, 12)",True,12 - ((8 - 10) - 10),96,2304
"(8, 10, 10, 13)",False,,96,2304
"(8, 10, 11, 11)",True,11 - ((8 - 10) - 11),96,2304
"(8, 10, 11, 12)",False,,256,6144
"(8, 10, 11, 13)",False,,256,6144
"(8, 10, 12, 12)",True,((8 + 12) / 10) * 12,96,2304
"(8, 10, 12, 13)",True,(10 * 12) / (13 - 8),256,6144
"(8, 10, 13, 13)",True,((8 - 10) + 13) + 13,96,2304
"(8, 11, 11, 11)",False,,16,384
"(8, 11, 11, 12)",False,,96,2304
"(8, 11, 11, 13)",False,,96,2304
"(8, 11, 12, 12)",True,((11 - 8) * 12) - 12,96,2304
"(8, 11, 12, 13)",False,,256,6144
"(8, 11, 13, 13)",False,,96,2304
"(8, 12, 12, 12)",False,,16,384
"(8, 12, 12, 13)",False,,96,2304
"(8, 12, 13, 13)",False,,96,2304
"(8, 13, 13, 13)",False,,16,384
"(9, 9, 9, 9)",False,,1,24
"(9, 9, 9, 10)",False,,16,384
"(9, 9, 9, 11)",False,,16,384
"(9, 9, 9, 12)",True,((9 + 9) / 9) * 12,16,384
"(9, 9, 9, 13)",False,,16,384
"(9, 9, 10, 10)",False,,36,864
"(9, 9, 10, 11)",False,,96,2304
"(9, 9, 10, 12)",False,,96,2304
"(9, 9, 10, 13)",True,((9 / 9) + 10) + 13,96,2304
"(9, 9, 11, 11)",False,,36,864
"(9, 9, 11, 12)",True,((9 / 9) + 11) + 12,96,2304
"(9, 9, 11, 13)",True,((9 - 9) + 11) + 13,96,2304
"(9, 9, 12, 12)",True,((9 - 9) + 12) + 12,36,864
"(9, 9, 12, 13)",True,13 - ((9 / 9) - 12),96,2304
"(9, 9, 13, 13)",False,,36,864
"(9, 10, 10, 10)",False,,16,384
"(9, 10, 10, 11)",False,,96,2304
"(9, 10, 10, 12)",False,,96,2304
"(9, 10, 10, 13)",True,13 - ((9 - 10) - 10),96,2304
"(9, 10, 11, 11)",False,,96,2304
"(9, 10, 11, 12)",True,12 - ((9 - 10) - 11),256,6144
"(9, 10, 11, 13)",True,13 - ((9 - 10) * 11),256,6144
"(9, 10, 12, 12)",True,12 - ((9 - 10) * 12),96,2304
"(9, 10, 12, 13)",True,((9 - 10) + 12) + 13,256,6144
"(9, 10, 13, 13)",False,,96,2304
"(9, 11, 11, 11)",True,11 - ((9 - 11) - 11),16,384
"(9, 11, 11, 12)",False,,96,2304
"(9, 11, 11, 13)",False,,96,2304
"(9, 11, 12, 12)",True,(11 * 12) - (9 * 12),96,2304
"(9, 11, 12, 13)",True,((9 + 13) / 11) * 12,256,6144
"(9, 11, 13, 13)",True,((9 - 11) + 13) + 13,96,2304
"(9, 12, 12, 12)",True,((12 - 9) * 12) - 12,16,384
"(9, 12, 12, 13)",False,,96,2304
"(9, 12, 13, 13)",False,,96,2304
"(9, 13, 13, 13)",False,,16,384
"(10, 10, 10, 10)",False,,1,24
"(10, 10, 10, 11)",False,,16,384
"(10, 10, 10, 12)",True,((10 + 10) / 10) * 12,16,384
"(10, 10, 10, 13)",True,((10 / 10) + 10) + 13,16,384
"(10, 10, 11, 11)",False,,36,864
"(10, 10, 11, 12)",True,((10 / 10) + 11) + 12,96,2304
"(10, 10, 11, 13)",True,((10 - 10) + 11) + 13,96,2304
"(10, 10, 12, 12)",True,((10 - 10) + 12) + 12,36,864
"(10, 10, 12, 13)",True,13 - ((10 / 10) - 12),96,2304
"(10, 10, 13, 13)",False,,36,864
"(10, 11, 11, 11)",False,,16,384
"(10, 11, 11, 12)",True,12 - ((10 - 11) - 11),96,2304
"(10, 11, 11, 13)",True,13 - ((10 - 11) * 11),96,2304
"(10, 11, 12, 12)",True,12 - ((10 - 11) * 12),96,2304
"(10, 11, 12, 13)",True,((10 - 11) + 12) + 13,256,6144
"(10, 11, 13, 13)",False,,96,2304
"(10, 12, 12, 12)",True,(12 * 12) - (10 * 12),16,384
"(10, 12, 12, 13)",True,(12 / 12) + (10 + 13),96,2304
"(10, 12, 13, 13)",True,((10 - 12) + 13) + 13,96,2304
"(10, 13, 13, 13)",True,(13 / 13) + (10 + 13),16,384
"(11, 11, 11, 11)",False,,1,24
"(11, 11, 11, 12)",True,((11 + 11) / 11) * 12,16,384
"(11, 11, 11, 13)",True,((11 + 11) - 11) + 13,16,384
"(11, 11, 12, 12)",True,((11 - 11) + 12) + 12,36,864
"(11, 11, 12, 13)",True,13 - ((11 / 11) - 12),96,2304
"(11, 11, 13, 13)",False,,36,864
"(11, 12, 12, 12)",True,(12 / 12) + (11 + 12),16,384
"(11, 12, 12, 13)",True,((11 + 12) - 12) + 13,96,2304
"(11, 12, 13, 13)",True,(13 / 13) + (11 + 12),96,2304
"(11, 13, 13, 13)",True,((11 + 13) + 13) - 13,16,384
"(12, 12, 12, 12)",True,((12 + 12) + 12) - 12,1,24
"(12, 12, 12, 13)",True,(13 - 12) * (12 + 12),16,384
"(12, 12, 13, 13)",True,((12 + 12) + 13) - 13,36,864
"(12, 13, 13, 13)",True,(12 + 13) - (13 / 13),16,384
"(13, 13, 13, 13)",False,,1,24
